CO_Concentration,NO2_Concentration,O3_Concentration,PM10_Concentration,PM25_Concentration,SO2_Concentration,id,station_id,test_id,time,apparentTemperature,cloudCover,datetime,dewPoint,humidity,icon,lat,long,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,uvIndex,visibility,windBearing,windGust,windSpeed
,20.5,,17,2,,2998918,ST5,None,5/14/2018 9:00,18.13,0.33,5/14/2018 9:00,6.45,0.46,partly-cloudy-day,51.3892869,-0.141661525,369.99,0.0229,0.04,rain,1016.55,Partly Cloudy,18.13,1,10,326,6.05,4.48
,23.5,,4.8,13,,2998919,RB7,None,5/14/2018 9:00,18.89,0.13,5/14/2018 9:00,5.2,0.41,clear-day,51.56948433,0.082907475,368.42,0,0,,1016.52,Clear,18.89,2,10,345,5.79,4.38
,-100,,-100,8.2,,2998920,TD5,None,5/14/2018 9:00,18.21,0.33,5/14/2018 9:00,6.72,0.47,partly-cloudy-day,51.42525604,-0.345608291,369.79,0.0152,0.03,rain,1016.5,Partly Cloudy,18.21,1,10,320,6.13,4.88
,71.9,,33,7.6,,2998958,CD1,None,5/14/2018 10:00,17.56,0.27,5/14/2018 10:00,6.12,0.47,partly-cloudy-day,51.544219,-0.175284,367.37,0.0051,0.03,rain,1016.54,Partly Cloudy,17.56,1,10,333,5.7,4.77
,38.4,,12.8,2.7,,2998959,BL0,None,5/14/2018 10:00,17.78,0.29,5/14/2018 10:00,5.76,0.45,partly-cloudy-day,51.522287,-0.125848,367.86,0,0,,1016.56,Partly Cloudy,17.78,1,10,335,5.44,4.54
,10.4,,14,3.8,,2998960,GR4,None,5/14/2018 10:00,17.59,0.34,5/14/2018 10:00,5.56,0.45,partly-cloudy-day,51.45258,0.070766,368.7,0,0,,1016.63,Partly Cloudy,17.59,1,10,350,5.4,3.61
,-100,,22.2,5.7,,2998961,MY7,None,5/14/2018 10:00,17.71,0.29,5/14/2018 10:00,5.87,0.46,partly-cloudy-day,51.52254,-0.15459,367.62,0.0051,0.03,rain,1016.55,Partly Cloudy,17.71,1,10,333,5.46,4.62
,7.1,,14.5,9.5,,2998962,HV1,None,5/14/2018 10:00,18.12,0.24,5/14/2018 10:00,5.24,0.43,clear-day,51.52078746,0.205460706,368.31,0,0,,1016.63,Clear,18.12,1,10,7,5.62,3.95
,10.3,,11.1,4.6,,2998963,GN3,None,5/14/2018 10:00,17.85,0.3,5/14/2018 10:00,5.19,0.43,partly-cloudy-day,51.486957,0.095111,368.68,0,0,,1016.62,Partly Cloudy,17.85,1,10,354,5.31,3.79
,17.5,,12.7,5.1,,2998964,GR9,None,5/14/2018 10:00,17.8,0.34,5/14/2018 10:00,5.53,0.44,partly-cloudy-day,51.456357,0.040725,368.79,0,0,,1016.62,Partly Cloudy,17.8,1,10,346,5.38,3.78
,24.8,,18.3,9.2,,2998965,LW2,None,5/14/2018 10:00,17.91,0.33,5/14/2018 10:00,5.49,0.44,partly-cloudy-day,51.474954,-0.039641,368.61,0,0,,1016.6,Partly Cloudy,17.91,1,10,339,5.33,4.15
,41.7,,11.1,-100,,2998966,GN0,None,5/14/2018 10:00,17.93,0.3,5/14/2018 10:00,5.16,0.43,partly-cloudy-day,51.490532,0.074003,368.75,0,0,,1016.62,Partly Cloudy,17.93,1,10,352,5.27,3.86
,-100,,20.1,4.1,,2998967,KF1,None,5/14/2018 10:00,17.7,0.3,5/14/2018 10:00,6.09,0.46,partly-cloudy-day,51.52104675,-0.21349214,367.15,0.0051,0.03,rain,1016.54,Partly Cloudy,17.7,1,10,330,5.48,4.8
,45.8,,-100,-100,,2998968,CD9,None,5/14/2018 10:00,17.81,0.28,5/14/2018 10:00,5.81,0.45,partly-cloudy-day,51.52770662,-0.129053205,367.81,0,0,,1016.56,Partly Cloudy,17.81,1,10,335,5.5,4.57
,-100,,22.2,23,,2998969,CT3,None,5/14/2018 10:00,17.96,0.3,5/14/2018 10:00,5.49,0.44,partly-cloudy-day,51.51384718,-0.077765682,368.28,0,0,,1016.58,Partly Cloudy,17.96,1,10,338,5.32,4.37
,-100,,-100,4,,2998970,CT2,None,5/14/2018 10:00,17.9,0.3,5/14/2018 10:00,5.61,0.44,partly-cloudy-day,51.51452534,-0.104515626,368.06,0,0,,1016.57,Partly Cloudy,17.9,1,10,336,5.34,4.44
,-100,,-100,7.9,,2998971,BX9,None,5/14/2018 10:00,17.93,0.31,5/14/2018 10:00,5.39,0.44,partly-cloudy-day,51.46598327,0.184877127,368.41,0,0,,1016.64,Partly Cloudy,17.93,1,10,10,5.43,3.47
,3.5,,13.8,-100,,2998972,BX1,None,5/14/2018 10:00,17.93,0.31,5/14/2018 10:00,5.39,0.44,partly-cloudy-day,51.46598327,0.184877127,368.41,0,0,,1016.64,Partly Cloudy,17.93,1,10,10,5.43,3.47
,40.1,,30.1,10.5,,2998973,TH4,None,5/14/2018 10:00,18.08,0.29,5/14/2018 10:00,5.23,0.43,partly-cloudy-day,51.51504617,-0.008418493,368.84,0,0,,1016.6,Partly Cloudy,18.08,1,10,343,5.28,4.21
,17.9,,21,5,,2998974,ST5,None,5/14/2018 10:00,17.62,0.42,5/14/2018 10:00,6.74,0.49,partly-cloudy-day,51.3892869,-0.141661525,367.72,0.0178,0.04,rain,1016.6,Partly Cloudy,17.62,1,10,327,6.58,4.37
,17.4,,12.4,11,,2998975,RB7,None,5/14/2018 10:00,18.18,0.21,5/14/2018 10:00,5.69,0.44,clear-day,51.56948433,0.082907475,368.45,0,0,,1016.6,Clear,18.18,1,10,352,5.94,4.32
,-100,,-100,5.3,,2998976,TD5,None,5/14/2018 10:00,17.61,0.38,5/14/2018 10:00,7.19,0.5,partly-cloudy-day,51.42525604,-0.345608291,365.73,0.0229,0.04,rain,1016.56,Partly Cloudy,17.61,1,10,323,6.89,4.97
,75.8,,18.9,10.2,,2999014,CD1,None,5/14/2018 11:00,16.83,0.33,5/14/2018 11:00,6.58,0.51,partly-cloudy-day,51.544219,-0.175284,364.31,0.0127,0.05,rain,1016.71,Partly Cloudy,16.83,0,10,337,6.04,4.82
,35.2,,14.7,5.5,,2999015,BL0,None,5/14/2018 11:00,17.06,0.36,5/14/2018 11:00,6.24,0.49,partly-cloudy-day,51.522287,-0.125848,365.12,0.0102,0.05,rain,1016.72,Partly Cloudy,17.06,0,10,339,5.7,4.56
,7.2,,10.9,5.3,,2999016,GR4,None,5/14/2018 11:00,16.89,0.45,5/14/2018 11:00,5.95,0.48,partly-cloudy-day,51.45258,0.070766,367.41,0.0076,0.04,rain,1016.77,Partly Cloudy,16.89,0,10,346,5.39,3.55
,-100,,13.2,5.1,,2999017,MY7,None,5/14/2018 11:00,16.99,0.36,5/14/2018 11:00,6.35,0.5,partly-cloudy-day,51.52254,-0.15459,364.7,0.0127,0.05,rain,1016.72,Partly Cloudy,16.99,0,10,337,5.75,4.66
,7.3,,13.1,8.3,,2999018,HV1,None,5/14/2018 11:00,17.36,0.36,5/14/2018 11:00,5.72,0.46,partly-cloudy-day,51.52078746,0.205460706,368.12,0,0,,1016.77,Partly Cloudy,17.36,0,10,12,5.37,3.79
,8.6,,12.7,5.6,,2999019,GN3,None,5/14/2018 11:00,17.13,0.41,5/14/2018 11:00,5.66,0.47,partly-cloudy-day,51.486957,0.095111,367.58,0,0,,1016.76,Partly Cloudy,17.13,0,10,356,5.24,3.68
,16.6,,11.9,7.5,,2999020,GR9,None,5/14/2018 11:00,17.09,0.44,5/14/2018 11:00,5.93,0.48,partly-cloudy-day,51.456357,0.040725,367.24,0.0076,0.05,rain,1016.76,Partly Cloudy,17.09,0,10,344,5.42,3.67
,27.5,,19.8,8.9,,2999021,LW2,None,5/14/2018 11:00,17.2,0.42,5/14/2018 11:00,5.93,0.47,partly-cloudy-day,51.474954,-0.039641,366.45,0.0076,0.05,rain,1016.75,Partly Cloudy,17.2,0,10,341,5.48,4.05
,36.8,,15.6,-100,,2999022,GN0,None,5/14/2018 11:00,17.27,0.41,5/14/2018 11:00,5.63,0.46,partly-cloudy-day,51.490532,0.074003,367.46,0,0,,1016.76,Partly Cloudy,17.27,0,10,354,5.24,3.76
,-100,,17.7,3.9,,2999023,KF1,None,5/14/2018 11:00,16.99,0.36,5/14/2018 11:00,6.57,0.5,partly-cloudy-day,51.52104675,-0.21349214,363.86,0.0152,0.05,rain,1016.71,Partly Cloudy,16.99,0,10,334,5.83,4.87
,55.6,,-100,-100,,2999024,CD9,None,5/14/2018 11:00,17.09,0.36,5/14/2018 11:00,6.29,0.49,partly-cloudy-day,51.52770662,-0.129053205,365.05,0.0102,0.05,rain,1016.72,Partly Cloudy,17.09,0,10,339,5.77,4.6
,-100,,22,19,,2999025,CT3,None,5/14/2018 11:00,17.24,0.38,5/14/2018 11:00,5.99,0.48,partly-cloudy-day,51.51384718,-0.077765682,365.86,0.0076,0.05,rain,1016.73,Partly Cloudy,17.24,0,10,342,5.52,4.37
,-100,,-100,9,,2999026,CT2,None,5/14/2018 11:00,17.2,0.38,5/14/2018 11:00,6.09,0.48,partly-cloudy-day,51.51452534,-0.104515626,365.46,0.0102,0.05,rain,1016.73,Partly Cloudy,17.2,0,10,340,5.57,4.46
,-100,,-100,8.7,,2999027,BX9,None,5/14/2018 11:00,17.21,0.43,5/14/2018 11:00,5.81,0.47,partly-cloudy-day,51.46598327,0.184877127,368.08,0,0,,1016.78,Partly Cloudy,17.21,0,10,2,5.21,3.36
,3.7,,13.2,-100,,2999028,BX1,None,5/14/2018 11:00,17.21,0.43,5/14/2018 11:00,5.81,0.47,partly-cloudy-day,51.46598327,0.184877127,368.08,0,0,,1016.78,Partly Cloudy,17.21,0,10,2,5.21,3.36
,48.9,,34,12.3,,2999029,TH4,None,5/14/2018 11:00,17.33,0.38,5/14/2018 11:00,5.73,0.46,partly-cloudy-day,51.51504617,-0.008418493,366.86,0.0051,0.05,rain,1016.74,Partly Cloudy,17.33,0,10,346,5.42,4.17
,14.1,,21,4,,2999030,ST5,None,5/14/2018 11:00,16.99,0.5,5/14/2018 11:00,7.01,0.52,partly-cloudy-day,51.3892869,-0.141661525,364.92,0.0229,0.06,rain,1016.76,Partly Cloudy,16.99,0,10,326,6.94,4.17
,15.5,,13.2,12,,2999031,RB7,None,5/14/2018 11:00,17.36,0.3,5/14/2018 11:00,6.14,0.48,partly-cloudy-day,51.56948433,0.082907475,367.21,0.0076,0.04,rain,1016.74,Partly Cloudy,17.36,0,10,356,5.99,4.23
,-100,,-100,4.9,,2999032,TD5,None,5/14/2018 11:00,16.99,0.41,5/14/2018 11:00,7.53,0.54,partly-cloudy-day,51.42525604,-0.345608291,361.96,0.0356,0.06,rain,1016.72,Partly Cloudy,16.99,0,10,325,7.39,4.93
,64.5,,16.3,10.1,,2999070,CD1,None,5/14/2018 12:00,15.98,0.37,5/14/2018 12:00,6.99,0.55,partly-cloudy-day,51.544219,-0.175284,360.66,0.0229,0.07,rain,1016.99,Partly Cloudy,15.98,0,10,341,6.72,4.67
,32.9,,14.4,6.4,,2999071,BL0,None,5/14/2018 12:00,16.28,0.42,5/14/2018 12:00,6.71,0.53,partly-cloudy-day,51.522287,-0.125848,361.32,0.0178,0.07,rain,1017,Partly Cloudy,16.28,0,10,343,6.46,4.45
,6.8,,12.4,5.5,,2999072,GR4,None,5/14/2018 12:00,16.14,0.55,5/14/2018 12:00,6.4,0.52,partly-cloudy-day,51.45258,0.070766,363.42,0.0152,0.07,rain,1017.05,Partly Cloudy,16.14,0,10,1,5.61,3.15
,-100,,15.1,7.8,,2999073,MY7,None,5/14/2018 12:00,16.2,0.4,5/14/2018 12:00,6.81,0.54,partly-cloudy-day,51.52254,-0.15459,360.97,0.0203,0.07,rain,1017,Partly Cloudy,16.2,0,10,341,6.54,4.54
,6.7,,9.3,4.4,,2999074,HV1,None,5/14/2018 12:00,16.55,0.51,5/14/2018 12:00,6.17,0.5,partly-cloudy-day,51.52078746,0.205460706,364.48,0,0,,1017.05,Partly Cloudy,16.55,0,10,9,4.84,3.57
,8.1,,15.1,7.8,,2999075,GN3,None,5/14/2018 12:00,16.39,0.52,5/14/2018 12:00,6.17,0.51,partly-cloudy-day,51.486957,0.095111,363.66,0.0076,0.06,rain,1017.04,Partly Cloudy,16.39,0,10,358,5.38,3.52
,17.1,,16.2,5.5,,2999076,GR9,None,5/14/2018 12:00,16.34,0.54,5/14/2018 12:00,6.39,0.52,partly-cloudy-day,51.456357,0.040725,363.18,0.0152,0.08,rain,1017.04,Partly Cloudy,16.34,0,10,0,5.8,3.2
,-100,,20.3,9.7,,2999077,LW2,None,5/14/2018 12:00,16.47,0.5,5/14/2018 12:00,6.44,0.51,partly-cloudy-day,51.474954,-0.039641,362.39,0.0178,0.08,rain,1017.03,Partly Cloudy,16.47,0,10,352,6.16,3.61
,48.1,,16.5,-100,,2999078,GN0,None,5/14/2018 12:00,16.59,0.51,5/14/2018 12:00,6.16,0.5,partly-cloudy-day,51.490532,0.074003,363.49,0.0102,0.07,rain,1017.04,Partly Cloudy,16.59,0,10,356,5.51,3.61
,-100,,8.2,3.1,,2999079,KF1,None,5/14/2018 12:00,16.18,0.38,5/14/2018 12:00,7.01,0.55,partly-cloudy-day,51.52104675,-0.21349214,360.27,0.0229,0.06,rain,1016.99,Partly Cloudy,16.18,0,10,339,6.69,4.72
,45.5,,-100,-100,,2999080,CD9,None,5/14/2018 12:00,16.3,0.41,5/14/2018 12:00,6.75,0.53,partly-cloudy-day,51.52770662,-0.129053205,361.26,0.0178,0.07,rain,1017,Partly Cloudy,16.3,0,10,343,6.51,4.48
,-100,,25.2,17,,2999081,CT3,None,5/14/2018 12:00,16.51,0.45,5/14/2018 12:00,6.49,0.52,partly-cloudy-day,51.51384718,-0.077765682,361.92,0.0152,0.07,rain,1017.01,Partly Cloudy,16.51,0,10,345,6.28,4.27
,-100,,-100,10,,2999082,CT2,None,5/14/2018 12:00,16.46,0.43,5/14/2018 12:00,6.59,0.52,partly-cloudy-day,51.51452534,-0.104515626,361.6,0.0178,0.07,rain,1017.01,Partly Cloudy,16.46,0,10,343,6.36,4.36
,-100,,-100,9.2,,2999083,BX9,None,5/14/2018 12:00,16.42,0.56,5/14/2018 12:00,6.24,0.51,partly-cloudy-day,51.46598327,0.184877127,364.38,0.0076,0.05,rain,1017.06,Partly Cloudy,16.42,0,10,4,4.86,3.24
,3.2,,24.3,-100,,2999084,BX1,None,5/14/2018 12:00,16.42,0.56,5/14/2018 12:00,6.24,0.51,partly-cloudy-day,51.46598327,0.184877127,364.38,0.0076,0.05,rain,1017.06,Partly Cloudy,16.42,0,10,4,4.86,3.24
,40.7,,28.1,10.8,,2999085,TH4,None,5/14/2018 12:00,16.58,0.47,5/14/2018 12:00,6.26,0.51,partly-cloudy-day,51.51504617,-0.008418493,362.75,0.0127,0.08,rain,1017.02,Partly Cloudy,16.58,0,10,348,6.09,4.08
,12,,18,5,,2999086,ST5,None,5/14/2018 12:00,16.23,0.56,5/14/2018 12:00,7.31,0.55,partly-cloudy-day,51.3892869,-0.141661525,361.02,0.0381,0.08,rain,1017.04,Partly Cloudy,16.23,0,10,23,7.14,2.39
,16,,14,12,,2999087,RB7,None,5/14/2018 12:00,16.52,0.44,5/14/2018 12:00,6.55,0.52,partly-cloudy-day,51.56948433,0.082907475,363.32,0.0127,0.07,rain,1017.02,Partly Cloudy,16.52,0,10,356,6,4.07
,-100,,-100,1.6,,2999088,TD5,None,5/14/2018 12:00,16.16,0.42,5/14/2018 12:00,7.75,0.57,partly-cloudy-day,51.42525604,-0.345608291,358.81,0.0457,0.07,rain,1017.01,Partly Cloudy,16.16,0,10,358,7.55,2.96
,47.6,,22.9,8.9,,2999126,CD1,None,5/14/2018 13:00,15.01,0.4,5/14/2018 13:00,7.34,0.6,partly-cloudy-night,51.544219,-0.175284,356.73,0.0305,0.08,rain,1017.37,Partly Cloudy,15.01,0,10,345,7.49,4.41
,35.4,,12.9,7,,2999127,BL0,None,5/14/2018 13:00,15.43,0.46,5/14/2018 13:00,7.14,0.58,partly-cloudy-night,51.522287,-0.125848,357,0.0305,0.09,rain,1017.38,Partly Cloudy,15.43,0,10,346,7.38,4.24
,8.5,,17.4,7.9,,2999128,GR4,None,5/14/2018 13:00,15.36,0.65,5/14/2018 13:00,6.85,0.57,partly-cloudy-night,51.45258,0.070766,358.07,0.0279,0.11,rain,1017.4,Mostly Cloudy,15.36,0,10,352,5.88,3.53
,-100,,17.7,8.3,,2999129,MY7,None,5/14/2018 13:00,15.32,0.43,5/14/2018 13:00,7.22,0.58,partly-cloudy-night,51.52254,-0.15459,356.85,0.0305,0.09,rain,1017.38,Partly Cloudy,15.32,0,10,346,7.48,4.31
,6.8,,5,1.6,,2999130,HV1,None,5/14/2018 13:00,15.62,0.67,5/14/2018 13:00,6.58,0.55,partly-cloudy-night,51.52078746,0.205460706,359.03,0.0102,0.09,rain,1017.38,Mostly Cloudy,15.62,0,10,3,4.12,3.31
,11.9,,16.1,8.7,,2999131,GN3,None,5/14/2018 13:00,15.62,0.63,5/14/2018 13:00,6.66,0.55,partly-cloudy-night,51.486957,0.095111,358.31,0.0203,0.1,rain,1017.39,Mostly Cloudy,15.62,0,10,354,5.56,3.51
,24.9,,17.7,9.5,,2999132,GR9,None,5/14/2018 13:00,15.58,0.64,5/14/2018 13:00,6.87,0.56,partly-cloudy-night,51.456357,0.040725,357.86,0.0305,0.11,rain,1017.4,Mostly Cloudy,15.58,0,10,352,6.26,3.64
,37.5,,21.6,9.3,,2999133,LW2,None,5/14/2018 13:00,15.73,0.57,5/14/2018 13:00,6.93,0.56,partly-cloudy-night,51.474954,-0.039641,357.41,0.0305,0.11,rain,1017.4,Partly Cloudy,15.73,0,10,350,7.01,3.9
,51,,19.4,-100,,2999134,GN0,None,5/14/2018 13:00,15.9,0.62,5/14/2018 13:00,6.67,0.54,partly-cloudy-night,51.490532,0.074003,358.17,0.0203,0.1,rain,1017.39,Mostly Cloudy,15.9,0,10,353,5.86,3.58
,-100,,9.1,3.9,,2999135,KF1,None,5/14/2018 13:00,15.27,0.38,5/14/2018 13:00,7.38,0.59,partly-cloudy-night,51.52104675,-0.21349214,356.55,0.033,0.08,rain,1017.38,Partly Cloudy,15.27,0,10,344,7.71,4.45
,68.3,,-100,-100,,2999136,CD9,None,5/14/2018 13:00,15.42,0.45,5/14/2018 13:00,7.17,0.58,partly-cloudy-night,51.52770662,-0.129053205,356.98,0.0305,0.09,rain,1017.38,Partly Cloudy,15.42,0,10,346,7.37,4.26
,-100,,21.6,2,,2999137,CT3,None,5/14/2018 13:00,15.73,0.5,5/14/2018 13:00,6.98,0.56,partly-cloudy-night,51.51384718,-0.077765682,357.26,0.0279,0.1,rain,1017.38,Partly Cloudy,15.73,0,10,347,7.21,4.09
,-100,,-100,10,,2999138,CT2,None,5/14/2018 13:00,15.66,0.48,5/14/2018 13:00,7.06,0.57,partly-cloudy-night,51.51452534,-0.104515626,357.12,0.0279,0.09,rain,1017.38,Partly Cloudy,15.66,0,10,347,7.32,4.16
,-100,,-100,8.3,,2999139,BX9,None,5/14/2018 13:00,15.54,0.68,5/14/2018 13:00,6.66,0.55,partly-cloudy-night,51.46598327,0.184877127,358.92,0.0178,0.09,rain,1017.4,Mostly Cloudy,15.54,0,10,356,4.39,3.17
,5.7,,21.5,-100,,2999140,BX1,None,5/14/2018 13:00,15.54,0.68,5/14/2018 13:00,6.66,0.55,partly-cloudy-night,51.46598327,0.184877127,358.92,0.0178,0.09,rain,1017.4,Mostly Cloudy,15.54,0,10,356,4.39,3.17
,39.6,,30.5,14.5,,2999141,TH4,None,5/14/2018 13:00,15.84,0.57,5/14/2018 13:00,6.78,0.55,partly-cloudy-night,51.51504617,-0.008418493,357.62,0.0254,0.11,rain,1017.38,Partly Cloudy,15.84,0,10,349,6.95,3.93
,12.9,,17,13,,2999142,ST5,None,5/14/2018 13:00,15.3,0.61,5/14/2018 13:00,7.58,0.6,partly-cloudy-night,51.3892869,-0.141661525,356.64,0.0533,0.1,rain,1017.43,Mostly Cloudy,15.3,0,10,355,7.17,3.92
,37.7,,16.4,14,,2999143,RB7,None,5/14/2018 13:00,15.52,0.6,5/14/2018 13:00,6.9,0.56,partly-cloudy-night,51.56948433,0.082907475,358.1,0.0203,0.11,rain,1017.36,Mostly Cloudy,15.52,0,10,355,5.91,3.86
,-100,,-100,5.4,,2999144,TD5,None,5/14/2018 13:00,15.15,0.41,5/14/2018 13:00,7.86,0.62,partly-cloudy-night,51.42525604,-0.345608291,356.01,0.0533,0.08,rain,1017.42,Partly Cloudy,15.15,0,10,352,7.44,4.33
,64.4,,23.9,12,,2999182,CD1,None,5/14/2018 14:00,14.07,0.4,5/14/2018 14:00,7.48,0.64,partly-cloudy-night,51.544219,-0.175284,354.54,0.033,0.09,rain,1017.65,Partly Cloudy,14.07,0,10,347,7.59,4.29
,36.5,,16.2,7,,2999183,BL0,None,5/14/2018 14:00,14.54,0.46,5/14/2018 14:00,7.36,0.62,partly-cloudy-night,51.522287,-0.125848,354.53,0.033,0.1,rain,1017.65,Partly Cloudy,14.54,0,10,347,7.58,4.16
,10.3,,10.6,4.5,,2999184,GR4,None,5/14/2018 14:00,14.43,0.69,5/14/2018 14:00,7.13,0.62,partly-cloudy-night,51.45258,0.070766,354.69,0.0356,0.13,rain,1017.66,Mostly Cloudy,14.43,0,10,342,5.89,3.42
,-100,,16.7,10.8,,2999185,MY7,None,5/14/2018 14:00,14.44,0.43,5/14/2018 14:00,7.42,0.63,partly-cloudy-night,51.52254,-0.15459,354.54,0.0356,0.1,rain,1017.65,Partly Cloudy,14.44,0,10,347,7.7,4.22
,6.8,,9.8,6.3,,2999186,HV1,None,5/14/2018 14:00,14.65,0.74,5/14/2018 14:00,6.86,0.6,partly-cloudy-night,51.52078746,0.205460706,355.42,0.0152,0.11,rain,1017.63,Mostly Cloudy,14.65,0,10,356,3.79,3.17
,13,,18.3,9.4,,2999187,GN3,None,5/14/2018 14:00,14.72,0.67,5/14/2018 14:00,6.98,0.6,partly-cloudy-night,51.486957,0.095111,354.91,0.0254,0.12,rain,1017.64,Mostly Cloudy,14.72,0,10,349,5.56,3.44
,28.4,,13.9,7.2,,2999188,GR9,None,5/14/2018 14:00,14.66,0.67,5/14/2018 14:00,7.15,0.61,partly-cloudy-night,51.456357,0.040725,354.54,0.0356,0.13,rain,1017.66,Mostly Cloudy,14.66,0,10,342,6.33,3.53
,38.9,,16.2,14,,2999189,LW2,None,5/14/2018 14:00,14.86,0.59,5/14/2018 14:00,7.22,0.6,partly-cloudy-night,51.474954,-0.039641,354.4,0.0381,0.12,rain,1017.65,Partly Cloudy,14.86,0,10,344,7.2,3.83
,46.6,,18,-100,,2999190,GN0,None,5/14/2018 14:00,15.03,0.66,5/14/2018 14:00,6.99,0.59,partly-cloudy-night,51.490532,0.074003,354.81,0.0279,0.12,rain,1017.64,Mostly Cloudy,15.03,0,10,349,5.92,3.53
,-100,,12.6,5.5,,2999191,KF1,None,5/14/2018 14:00,14.4,0.35,5/14/2018 14:00,7.55,0.63,partly-cloudy-night,51.52104675,-0.21349214,354.56,0.0356,0.09,rain,1017.66,Partly Cloudy,14.4,0,10,347,7.96,4.33
,69.3,,-100,-100,,2999192,CD9,None,5/14/2018 14:00,14.52,0.46,5/14/2018 14:00,7.37,0.62,partly-cloudy-night,51.52770662,-0.129053205,354.53,0.033,0.1,rain,1017.65,Partly Cloudy,14.52,0,10,347,7.54,4.18
,-100,,9.4,-2,,2999193,CT3,None,5/14/2018 14:00,14.87,0.52,5/14/2018 14:00,7.23,0.6,partly-cloudy-night,51.51384718,-0.077765682,354.51,0.033,0.11,rain,1017.64,Partly Cloudy,14.87,0,10,348,7.44,4.05
,-100,,-100,8,,2999194,CT2,None,5/14/2018 14:00,14.79,0.49,5/14/2018 14:00,7.29,0.61,partly-cloudy-night,51.51452534,-0.104515626,354.52,0.033,0.11,rain,1017.65,Partly Cloudy,14.79,0,10,347,7.55,4.1
,-100,,-100,7.4,,2999195,BX9,None,5/14/2018 14:00,14.57,0.73,5/14/2018 14:00,6.94,0.6,partly-cloudy-night,51.46598327,0.184877127,355.33,0.0229,0.12,rain,1017.65,Mostly Cloudy,14.57,0,10,347,4.18,3.05
,6.6,,10,-100,,2999196,BX1,None,5/14/2018 14:00,14.57,0.73,5/14/2018 14:00,6.94,0.6,partly-cloudy-night,51.46598327,0.184877127,355.33,0.0229,0.12,rain,1017.65,Mostly Cloudy,14.57,0,10,347,4.18,3.05
,47.6,,27.2,11.4,,2999197,TH4,None,5/14/2018 14:00,14.95,0.6,5/14/2018 14:00,7.08,0.59,partly-cloudy-night,51.51504617,-0.008418493,354.48,0.0305,0.13,rain,1017.63,Mostly Cloudy,14.95,0,10,348,7.13,3.91
,13,,15,9,,2999198,ST5,None,5/14/2018 14:00,14.29,0.61,5/14/2018 14:00,7.68,0.64,partly-cloudy-night,51.3892869,-0.141661525,354.11,0.0584,0.11,rain,1017.71,Mostly Cloudy,14.29,0,10,332,6.86,3.78
,28.4,,13.8,13,,2999199,RB7,None,5/14/2018 14:00,14.47,0.69,5/14/2018 14:00,7.07,0.61,partly-cloudy-night,51.56948433,0.082907475,354.8,0.0254,0.12,rain,1017.61,Mostly Cloudy,14.47,0,10,353,5.64,3.76
,-100,,-100,8.8,,2999200,TD5,None,5/14/2018 14:00,14.13,0.38,5/14/2018 14:00,7.82,0.66,partly-cloudy-night,51.42525604,-0.345608291,354.62,0.0508,0.08,rain,1017.72,Partly Cloudy,14.13,0,10,338,6.99,4.2
,87.8,,22.9,10.2,,2999238,CD1,None,5/14/2018 15:00,13.26,0.35,5/14/2018 15:00,7.26,0.67,partly-cloudy-night,51.544219,-0.175284,356.03,0.0203,0.09,rain,1017.75,Partly Cloudy,13.26,0,10,341,6.36,4.44
,37.7,,17.9,3.8,,2999239,BL0,None,5/14/2018 15:00,13.68,0.41,5/14/2018 15:00,7.21,0.65,partly-cloudy-night,51.522287,-0.125848,355.97,0.0203,0.09,rain,1017.74,Partly Cloudy,13.68,0,10,341,6.33,4.29
,9.8,,7.2,6.7,,2999240,GR4,None,5/14/2018 15:00,13.47,0.62,5/14/2018 15:00,7.11,0.65,partly-cloudy-night,51.45258,0.070766,355.68,0.0203,0.11,rain,1017.72,Mostly Cloudy,13.47,0,10,332,5.13,3.35
,-100,,12.1,11,,2999241,MY7,None,5/14/2018 15:00,13.61,0.38,5/14/2018 15:00,7.25,0.65,partly-cloudy-night,51.52254,-0.15459,356.01,0.0203,0.09,rain,1017.75,Partly Cloudy,13.61,0,10,341,6.43,4.35
,6.6,,9,4.8,,2999242,HV1,None,5/14/2018 15:00,13.69,0.67,5/14/2018 15:00,6.83,0.63,partly-cloudy-night,51.52078746,0.205460706,355.92,0.0102,0.09,rain,1017.68,Mostly Cloudy,13.69,0,10,347,3.63,3.28
,11.9,,19.3,6,,2999243,GN3,None,5/14/2018 15:00,13.77,0.61,5/14/2018 15:00,6.98,0.64,partly-cloudy-night,51.486957,0.095111,355.82,0.0152,0.1,rain,1017.7,Mostly Cloudy,13.77,0,10,340,4.87,3.5
,27.2,,10.2,5.9,,2999244,GR9,None,5/14/2018 15:00,13.7,0.61,5/14/2018 15:00,7.13,0.64,partly-cloudy-night,51.456357,0.040725,355.66,0.0229,0.11,rain,1017.72,Mostly Cloudy,13.7,0,10,333,5.43,3.55
,40.2,,16.9,10.6,,2999245,LW2,None,5/14/2018 15:00,13.92,0.53,5/14/2018 15:00,7.17,0.64,partly-cloudy-night,51.474954,-0.039641,355.75,0.0229,0.11,rain,1017.73,Partly Cloudy,13.92,0,10,337,6.03,3.93
